#.ttime_rel	Q	CODt	CODs	TSS	NH4	PO4
#d	m3/h	g/m3	g/m3	g/m3	g/m3	g/m3
333.28472	10171.12988	441.018920159	118.691390572	213.861849757	26.51367188	2.9882551
333.28819	10047.81445	440.71695947	120.438838108	216.211043727	26.12304688	3.001135
333.29167	10076.55957	439.560132179	118.435862071	223.404391041	25.63476563	2.9157318
333.29514	9853.53125	430.875781908	115.670278166	211.231898414	26.00097656	2.9281917
333.29861	9786.431641	435.466800396	122.046218561	217.86996556	25.80566406	2.9406516
333.30208	10053.8291	424.878617351	116.481913442	207.89379017	25.65917969	2.9531116
333.30556	9806.807617	418.995555484	118.173980449	200.025070837	25.63476563	2.9655715
333.30903	9963.850586	417.583832514	119.660390452	200.654294556	25.46386719	2.9780314
333.3125	9510.74707	415.208991457	119.908160789	197.623686485	25.43945313	2.9904913
333.31597	9522.799805	408.457262425	118.631034587	196.600137562	25.31738281	3.0029512
333.31944	9494.160156	407.369044422	119.106481074	192.161167974	25.390625	3.0154112
333.32292	9413.68457	406.354934647	113.238062807	198.418389685	25.46386719	3.0278711
333.32639	9350.505859	407.571134129	119.148359437	192.345286766	25.87890625	3.040331
333.32986	9036.650391	399.753311134	123.215210899	183.320917099	25.65917969	3.0527909
333.33333	9258.166016	403.149229193	115.945560163	193.784457935	25.31738281	2.9963688
333.33681	9232.004883	407.097873823	115.601940614	197.128174567	25.43945313	3.0085487
333.34028	9058.058594	406.240516208	112.077302629	204.55668304	25.21972656	3.0207286
333.34375	9028.685547	388.870090844	112.645166818	187.624115309	24.92675781	3.0329086
333.34722	8909.358398	387.26580376	118.656259001	183.298000279	24.16992188	3.0450885
333.35069	8995.177734	398.281552746	121.161682422	189.283210947	24.75585938	3.0572684
333.35417	8752.716797	398.39630561	120.059940263	184.47974138	24.68261719	3.0694483
333.35764	8488.806641	391.774720189	119.247056898	184.863495968	24.43847656	3.0816283
333.36111	8509.40625	389.351785633	110.213744057	192.539414515	24.4140625	3.0938082
333.36458	8431.144531	389.631421305	114.767893248	185.48796765	24.48730469	3.1059881
333.36806	8278.861328	384.810964116	113.147838156	187.92507654	23.46191406	3.118168
333.37153	8357.616211	385.195117994	115.481512277	178.275613216	24.609375	3.1303479
333.375	8466.108398	380.311794645	111.203288448	176.927786863	24.31640625	3.2870119
333.37847	8570.257813	373.175000581	114.840053508	167.169804839	24.16992188	3.2997518
333.38194	8440.458008	374.426599915	112.673043904	169.738681509	23.6328125	3.3124917
333.38542	8379.829102	375.383631656	114.048723468	172.66091859	23.70605469	3.3252317
333.38889	8077.625488	375.953555312	111.077846817	181.121184168	23.29101563	3.3379716
333.39236	8226.589844	378.259290356	114.380357464	173.174153178	24.04785156	3.3507115
333.39583	8232.772461	398.621126979	117.339942372	193.658012071	23.53515625	3.3634514
333.39931	8366.398438	415.076633492	119.964454706	205.786953258	23.70605469	3.3761913
333.40278	8357.9375	417.985952864	119.144933271	209.051705781	23.29101563	3.3889313
333.40625	8217.399414	429.125392435	118.176755414	214.97816237	23.55957031	3.4016712
333.40972	8195.555664	424.250969406	121.06631824	209.238729645	22.14355469	3.4144111
333.41319	8364.318359	423.454345287	125.301008188	205.255847039	24.26757813	3.427151
333.41667	8337.791992	422.88943364	119.645034625	210.370670176	24.07226563	3.8557019
333.42014	8241.130859	424.258582219	120.563590025	211.449026464	23.925781255	3.8699818
333.42361	8213.388672	402.692351996	117.092398366	202.672000272	23.77929688	3.8842617
333.42708	8170.974609	388.270620026	115.611030172	176.060260401	23.99902344	3.8985416
333.43056	8187.166992	391.92320989	118.991141348	181.447582984	24.34082031	3.9128215
333.43403	8223.036133	391.197143368	118.931624252	185.920672393	24.97558594	3.9271015
333.4375	8326.048828	393.555931809	118.857248987	179.195525612	24.82910156	3.9413814
333.44097	8298.75	404.52180352	122.219449128	191.523478871	24.75585938	3.9556613
333.44444	8278.073242	401.968555335	123.713943773	186.234071554	24.8046875	3.9699412
333.44792	8273.701172	410.663817605	130.649074628	197.260424387	25.26855469	3.9842211
333.45139	5880.516602	404.177021612	140.045639762	191.633763602	25.610351565	3.998501
333.45486	8683.388672	413.976471446	129.47394366	209.056080741	25.95214844	4.0127809
333.45833	8819.321289	409.390790804	127.109157518	210.205135617	25.87890625	4.3034277
333.46181	7786.631836	407.958548608	129.159048603	204.523655752	26.07421875	4.3186876
333.46528	7709.868164	399.753576033	124.054513238	198.730835684	25.9765625	4.3339475
333.46875	7691.373535	398.196392642	132.035790696	197.980902482	26.09863281	4.3492074
333.47222	7825.077637	395.939773887	126.14031598	193.456222446	26.3671875	4.3644673
333.47569	7649.348145	388.153731205	132.208098539	181.10713217	25.36621094	4.3797272
333.47917	7868.515137	394.096994527	125.208839481	184.727986226	26.90429688	4.3949872
333.48264	7557.693848	397.307413235	130.596079777	188.566430658	27.00195313	4.4102471
333.48611	7584.326172	399.658131599	132.683220563	188.302862103	27.09960938	4.425507
333.48958	7594.521973	403.081630346	130.69718346	178.136959887	27.34375	4.4407669
333.49306	7497.834473	401.488420643	136.512581252	167.904251971	27.44140625	4.4560268
333.49653	7549.690918	397.155209655	138.857513725	164.5476397	27.29492188	4.4712867
333.5	7508.742676	398.75575637	133.0112613	174.767932554	28.75976563	4.6511905
333.50347	7533.041016	404.806796777	134.918793936	175.100426176	28.66210938	4.6670104
333.50694	7653.574707	452.35839818	132.967601171	182.831207214	28.83300781	4.6828303
333.51042	7557.679688	417.128624975	139.688008295	178.246541909	29.00390625	4.6986502
333.51389	7441.153809	429.830088359	143.182788379	189.007945859	29.05273438	4.7144701
333.51736	7738.461914	437.880923276	141.103828453	181.651512087	28.27148438	4.73029
333.52083	7601.059082	439.701265646	134.241928125	180.030617106	30.44433594	4.7461099
333.52431	7602.37793	406.268773365	132.529044229	178.500950035	30.10253906	4.7619298
333.52778	7669.891113	415.77954076	133.258777405	191.421284749	30.46875	4.7777497
333.53125	7510.964844	422.828690708	135.956356541	192.462921045	30.2734375	4.7935696
333.53472	7527.032227	415.663967803	136.297643725	189.974570358	30.46875	4.8093895
333.53819	7411.603027	407.549029513	141.802869098	170.201048446	30.63964844	4.8252094
333.54167	7562.589355	412.04194241	138.845138165	180.862936641	31.0546875	4.7125064
333.54514	7518.144531	411.386464873	138.728693206	174.622482192	30.90820313	4.7279063
333.54861	7347.757813	424.877553881	147.301146336	188.565836416	31.20117188	4.7433062
333.55208	7712.21875	417.254105265	142.58612711	178.218282588	30.93261719	4.7553773
333.55556	10984.14551	418.977565783	142.643901911	178.801537246	31.34765625	4.761219
333.55903	6988.522461	427.122551465	150.607983193	173.828132887	31.68945313	4.7670004
333.5625	7446.490234	405.621404881	133.075008073	175.817768559	31.542968754	4.7727169
333.56597	7422.058594	418.769870701	141.766001688	171.873297086	31.396484378	4.7783741
333.56944	7613.026367	405.777661007	140.58449227	168.82777644	31.250000002	4.783969
333.57292	7468.109863	411.738483249	141.188755473	174.328429075	31.103515626	4.7895019
333.57639	7542.143066	413.719932195	140.385179181	178.039221167	30.95703125	4.7949733
333.57986	7481.913086	410.968522828	140.919584834	168.30102758	31.88476563	4.8003801
333.58333	7311.471191	399.660242829	137.909393664	161.73084945	32.8125	4.5435994
333.58681	7333.47998	407.959700191	143.989501384	168.013703269	32.421875	4.5485981
333.59028	7446.044922	407.39613148	143.944864311	163.334545426	32.29980469	4.5535376
333.59375	7376.661133	402.98538746	139.890330288	159.326645411	32.83691406	4.5584198
333.59722	7315.111328	400.074542567	142.55185551	156.75524373	32.66601563	4.5632416
333.60069	7229.448242	403.717435558	144.210502585	159.864467119	32.95898438	4.5680093
333.60417	7281.737793	394.596033708	134.546827726	159.66239401	34.64355469	4.5727164
333.60764	7377.582031	410.082653737	139.218181844	167.532670061	34.13085938	4.5773622
333.61111	7190.436035	387.79187913	137.009943687	153.685461258	33.984375	4.5819558
333.61458	7107.515137	382.415426906	136.21621032	156.348058094	33.66699219	4.586488
333.61806	7216.325684	386.677163873	135.650682876	154.525080107	33.56933594	4.590962
333.62153	7462.569824	389.947038018	135.723683518	156.911614956	32.29980469	4.5953751
333.625	7036.706543	382.588961094	133.742129619	151.361271924	34.25292969	4.5112767
333.62847	7205.025879	394.632238924	143.258997333	158.211912217	34.03320313	4.5154946
333.63194	7365.625977	391.092459808	140.273003182	151.872115935	32.86132813	4.5196543
333.63542	7271.648926	391.570672547	139.474790961	154.340411727	33.203125	4.5237577
333.63889	7163.080566	401.045890053	140.283303404	164.687558219	32.95898438	4.5278027
333.64236	7170.4375	384.695589275	140.335486452	148.042792337	33.54492188	4.5317913
333.64583	7154.717773	387.54115392	140.437245711	146.725978993	34.54589844	4.5357216
333.64931	7155.36377	374.157902445	133.390326281	146.485345576	34.05761719	4.5395964
333.65278	7005.853516	382.823017948	138.328012571	144.765673984	34.42382813	4.5434121
333.65625	7117.59082	384.047371267	137.089579791	148.291801502	33.54492188	4.547173
333.65972	7202.663086	379.496021643	138.335117259	146.109481631	33.22753906	4.5508742
333.66319	6963.07373	384.280597705	136.137385635	152.866884247	33.0078125	4.554521
333.66667	6910.294434	381.401005821	138.425770661	144.111643758	33.76464844	4.5581093
333.67014	7116.239746	375.186410174	135.90730288	146.488724837	33.64257813	4.5616407
333.67361	7119.165527	378.948010383	138.805672838	146.50520113	32.69042969	4.565112
333.67708	6752.328613	380.184708032	141.423378458	139.871333547	33.0078125	4.5685296
333.68056	6945.152832	383.82513759	139.381764358	146.206072849	32.421875	4.5718918
333.68403	6721.123535	382.536023912	138.701904911	145.209070076	32.27539063	4.5751946
333.6875	6630.788086	381.767525237	143.553344726	141.613730066	31.20117188	4.5784403
333.69097	6889.717773	369.914645661	135.910293499	140.805921578	33.22753906	4.581627
333.69444	6756.876953	381.7753694	141.860264107	143.082039635	32.83691406	4.58476
333.69792	6772.158203	379.55155019	141.397790519	143.812808807	32.20214844	4.5878328
333.70139	6823.95166	383.027141448	141.563908642	147.478084433	32.05566406	4.5908501
333.70486	6769.026367	388.747039698	139.079367808	143.636348251	31.90917969	4.5938111
333.70833	6680.890137	385.51988364	143.337745241	142.754710591	32.10449219	4.5967143
333.71181	6710.085449	393.01545181	145.16003814	151.100186635	33.32519531	4.5995604
333.71528	6730.398926	395.709595564	144.063027942	144.831022868	32.56835938	4.6023485
333.71875	6835.355469	389.15179588	146.982523415	143.695081635	31.76269531	4.6050808
333.72222	6632.126953	390.110518397	147.510499926	145.199644965	32.05566406	4.6077546
333.72569	6668.03418	391.39430716	143.051879841	143.610143876	31.93359375	4.6103724
333.72917	6686.669922	388.603453898	143.677185489	153.131094244	30.78613281	4.6129319
333.73264	6523.750977	396.503801708	141.231747622	152.082463407	33.34960938	4.6154356
333.73611	6570.110352	401.935859428	144.213417716	153.479277132	32.83691406	4.6178802
333.73958	6541.262207	404.542593837	148.122174707	152.08385416	32.56835938	4.62027
333.74306	6544.352539	405.834263534	150.701619521	156.979154423	32.31201172	4.6226014
333.74653	6542.19873	400.232154606	143.681274595	154.50772441	32.05566406	4.6248764
333.75	6539.044434	400.877994101	148.124609798	146.996393146	33.17871094	4.8085491
333.75347	6439.674316	407.818927034	148.323333408	155.519448123	33.88671875	4.8107945
333.75694	6433.466797	396.192569585	143.803379666	148.209095282	33.81347656	4.8129794
333.76042	6402.295898	401.822603021	148.152810828	148.614586005	32.56835938	4.8151059
333.76389	6363.653809	398.096692807	146.710815082	148.506710799	32.03125	4.8171736
333.76736	6397.382324	396.616504323	151.081130974	141.908507641	32.15332031	4.8191798
333.77083	6468.044922	399.343945456	144.200839755	144.95457352	32.421875	4.8211278
333.77431	6372.865234	398.945260692	147.592423164	147.266407695	33.59375	4.8230174
333.77778	6375.709961	407.47498869	148.391558121	154.758548724	33.34960938	4.8248477
333.78125	6241.999512	409.060276117	154.023946715	152.537714835	32.56835938	4.8266179
333.78472	6197.739258	405.200781987	149.792805634	146.215340565	32.66601563	4.828329
333.78819	6150.638184	415.139251075	154.035049897	153.216985786	32.56835938	4.8299807
333.79167	6096.99707	405.639226063	148.808191035	149.122306228	32.32421875	4.8771539
333.79514	5885.085449	412.969326959	152.790859198	151.563516078	31.39648438	4.8787011
333.79861	6123.760742	419.041501933	154.063746368	155.216468704	33.05664063	4.8801874
333.80208	6088.299805	415.859873431	155.28531102	157.0923217	32.66601563	4.881615
333.80556	5781.61084	418.817037474	158.699984128	149.500858962	32.20214844	4.8829832
333.80903	5909.273926	426.519057666	156.412766692	163.379024526	31.98242188	5.7374361
333.8125	5762.966797	431.157958562	155.307024122	168.441967167	31.90917969	5.752416
333.81597	5906.995117	431.507185123	160.55097958	162.244093274	32.00683594	5.7673959
333.81944	5729.492676	436.723202665	162.715513311	162.407850959	32.56835938	5.7823758
333.82292	5683.452148	441.643820425	161.119875173	169.096068911	32.47070313	5.7973557
333.82639	5843.837402	440.259427223	161.918602625	155.397831495	31.90917969	5.8123356
333.82986	5722.135742	447.144897369	165.238128695	164.938847183	31.22558594	5.8273155
333.83333	5552.541016	457.834646131	172.154174266	163.322501146	31.12792969	5.6238918
333.83681	5763.155273	447.237964771	170.122262667	162.456813393	31.00585938	5.6383117
333.84028	5459.419434	445.148012928	172.600899127	151.122770178	32.421875	5.6527317
333.84375	5623.947266	442.992145745	169.069742871	162.389995923	31.90917969	5.6671516
333.84722	5561.15918	443.38669477	168.961605859	158.550653428	31.42089844	5.6815715
333.85069	5617.458984	439.796653634	166.40364948	156.827171115	31.32324219	5.6959914
333.85417	5558.263184	447.394266146	170.268768657	157.711023279	31.56738281	5.7104113
333.85764	5484.396484	449.936663542	172.820102212	165.799381517	30.32226563	5.7248312
333.86111	5507.681641	444.847120988	164.768604458	161.422908267	32.49511719	5.7392511
333.86458	5593.361816	450.939526293	171.243400262	161.827916328	32.51953125	5.753671
333.86806	5660.273926	449.665724524	168.385899983	165.323422463	31.8359375	5.7680909
333.87153	5488.615723	451.941062616	172.994733912	159.729489192	31.49414063	5.7825108
333.875	5581.350586	461.065479428	173.307078235	169.803242067	31.71386719	5.6280881
333.87847	5857.644043	455.214823689	169.861926	165.084873887	32.47070313	5.642088
333.88194	5779.458496	461.542994091	172.981551757	167.968943316	33.47167969	5.6560879
333.88542	5919.001465	470.905147342	167.500317579	188.665602468	33.22753906	5.6700878
333.88889	5917.760254	456.808624973	168.063507931	167.438149217	32.47070313	5.6840877
333.89236	5930.525879	462.192665528	178.16113472	161.467429696	32.08007813	5.6980876
333.89583	5911.864746	452.789947955	173.622728884	159.137374067	32.05566406	5.7120876
333.89931	6089.932129	453.118162882	174.410236698	159.883048743	32.08007813	5.7260875
333.90278	6173.507324	444.040742631	168.604941433	157.265998338	32.07397461	5.7400874
333.90625	6292.726074	445.323843866	172.272569078	158.039098745	32.06787109	5.7540873
333.90972	6080.663574	447.72232192	169.923486794	159.473478981	33.203125	5.7680872
333.91319	6431.473145	450.367249894	170.445504337	160.960836355	33.93554688	5.7820871
333.91667	6340.055176	446.217072918	166.533994386	164.684484484	33.86230469	5.6801653
333.92014	6285.628418	470.679788281	170.888381536	170.614826729	32.91015625	5.6938852
333.92361	6192.511719	524.774057753	170.473702426	178.730609377	33.15429688	5.7076051
333.92708	6236.885254	474.190359979	169.299119036	188.329539065	32.47070313	5.721325
333.93056	6186.312988	451.387878643	167.74716054	175.931207488	32.49511719	5.7350449
333.93403	6170.460938	443.50456832	163.213809628	182.230907272	34.1796875	5.7487648
333.9375	6100.294922	452.99510549	166.062221647	172.982340702	34.08203125	5.7624847
333.94097	6170.660645	454.570005144	158.451746902	178.157674776	32.93457031	5.7762047
333.94444	6159.945801	455.652365227	165.020991223	167.830944979	32.15332031	5.7899246
333.94792	6268.620605	442.915286068	161.255547728	163.385457819	31.78710938	5.8036445
333.95139	5991.92041	378.214063982	136.387311214	145.821910578	32.12890625	5.8173644
333.95486	3729.658691	405.009319754	135.082739983	172.51683952	32.47070313	5.8310843
333.95833	6282.811523	451.642156501	169.70277278	164.238603928	32.49511719	5.8448042
333.96181	6178.544922	451.528849246	172.529911027	162.253084387	32.27539063	5.8585241
333.96528	6279.577637	447.730522623	172.583942128	155.874974787	32.12890625	5.872244
333.96875	5993.59082	453.644680364	165.951736008	158.512597376	31.4453125	5.885964
333.97222	5740.224609	467.529599206	170.200705058	158.604041752	31.61621094	5.8996839
333.97569	3444.525391	483.789788456	139.802432398	175.003195844	32.10449219	5.9134038
333.97917	6046.951172	490.69680241	176.618218555	169.013378893	33.12988281	5.9271237
333.98264	6096.629395	478.522186596	178.021162705	177.059806751	32.95898438	5.9408436
333.98611	5836.45459	464.242300469	173.131627868	162.979673303	32.59277344	5.9545635
333.98958	5768.208008	463.362477297	177.148605183	162.599052823	32.39746094	5.9682834
333.99306	5715.161621	457.715937277	177.303964256	158.722114412	31.78710938	5.9820033
333.99653	3272.568848	392.891368879	135.911176738	155.566898949	32.27539063	5.9957233
334.0	6123.383789	465.432895265	179.680387744	159.971698911	33.54492188	6.1320849
334.00347	5520.487305	461.599501691	181.744532249	155.615163278	33.47167969	6.1460848
334.00694	5603.311523	464.379845503	177.597665796	161.287876454	31.98242188	6.1600847
334.01042	5663.993164	463.883738124	185.612968044	151.985368577	32.49511719	6.1740846
334.01389	5601.379883	454.823322536	170.974752428	159.11099632	31.37207031	6.1880845
334.01736	3055.073975	401.703437332	140.351899687	164.730073278	31.98242188	6.2020844
334.02083	5924.118164	456.334654528	178.753838086	154.370158254	34.54589844	6.2160843
334.02431	5800.450684	449.94768189	179.58372503	150.465523259	34.42382813	6.2300842
334.02778	5377.043945	458.545922004	176.449929431	166.579581189	32.91015625	6.2440841
334.03125	5598.843262	456.39794924	176.576905427	157.662867453	32.25097656	6.2580841
334.03472	5012.793945	451.327823895	171.742427647	157.728739978	32.56835938	6.272084
334.03819	2932.950684	382.636744096	128.095341611	155.023201895	32.34863281	6.2860839
334.04167	5661.695313	460.713958044	181.587466754	152.831726628	34.44824219	6.237083
334.04514	5686.768066	455.255014054	178.565693034	154.699184063	34.1796875	6.2509429
334.04861	5700.442871	455.070202763	175.819708096	159.415531364	33.86230469	6.2648028
334.05208	3041.082764	389.677859174	136.783681846	157.281165904	33.54492188	6.2786627
334.05556	5693.834961	450.864606075	176.255595715	151.875697915	32.51953125	6.2925226
334.05903	5733.15332	440.799348756	175.179444141	144.066959407	33.44726563	6.3063825
334.0625	5404.847656	449.320564493	173.426940093	156.511723926	34.71679688	6.3202424
334.06597	3096.44165	383.779102972	131.28117375	154.51104043	35.25390625	6.3341023
334.06944	2994.478027	627.975350462	243.810162962	215.247192706	33.984375	6.3479622
334.07292	5677.196777	451.602569896	183.980014475	149.45882174	33.25195313	6.3618222
334.07639	5566.358398	456.699840044	184.023370364	150.842342315	33.15429688	6.3756821
334.07986	5375.588379	473.866665965	183.158652915	169.506205778	33.44726563	6.389542
334.08333	3086.683105	406.003634988	139.854815939	167.845712423	33.76464844	6.3387211
334.08681	5601.662598	463.492769937	183.325354405	158.195936469	35.30273438	6.352441
334.09028	5484.076172	458.079203477	180.364053367	152.916978861	33.984375	6.3661609
334.09375	5373.297852	458.533009492	179.702576352	159.58427558	33.58154297	6.3798808
334.09722	2870.529785	425.625130744	149.680288732	175.996679804	33.17871094	6.3936007
334.10069	2854.744629	470.111929946	143.885892845	216.270795794	33.61816406	6.4073206
334.10417	5590.314941	507.856935179	183.518398903	181.536514978	34.08203125	6.4183134
334.10764	5400.807617	480.083890367	182.003425383	178.637825032	35.47363281	6.4251733
334.11111	5287.612793	462.352572342	179.686159995	159.719303963	35.59570313	6.4320333
334.11458	2852.850586	423.496734743	141.698856594	168.882660512	34.98535156	6.4388932
334.11806	5626.058594	486.579092805	180.890866069	156.698766252	33.86230469	6.4457532
334.12153	5527.933594	476.747983678	183.464357805	152.428703738	33.95996094	6.4526131
334.125	5094.994629	462.811484522	186.258786644	155.619011091	35.22949219	6.5253861
334.12847	2903.531738	412.88328975	141.737403853	164.627032009	36.37695313	6.532316
334.13194	3115.526367	416.614010961	145.228463466	163.503828097	35.91308594	6.539246
334.13542	5587.430664	461.74423516	185.207124562	151.631776785	35.44921875	6.546176
334.13889	5320.913086	460.105602673	190.236708734	144.908171217	34.81445313	6.5531059
334.14236	2912.294922	403.304175119	141.948201487	149.94027304	34.44824219	6.5600359
334.14583	2767.676025	414.157169543	145.794271905	161.97810132	36.1328125	6.5669658
334.14931	5492.740723	479.091539008	185.081498715	170.277374306	37.03613281	6.5738958
334.15278	5174.866211	491.23559007	187.490459705	179.168769959	36.5234375	6.5808257
334.15625	2694.297852	451.391532212	153.008327115	196.807637542	36.1328125	6.5877557
334.15972	2765.125	456.495913774	144.455117456	199.799379256	36.20605469	6.5946856
334.16319	5254.394531	493.735696561	191.68646204	172.420830842	35.42480469	6.6016156
334.16667	5409.001953	484.857594498	186.05352847	172.840102795	35.546875	6.4750396
334.17014	2865.010254	431.355303458	142.207432104	177.811982372	36.76757813	6.4818295
334.17361	2466.640625	428.898291818	150.923997167	173.303343964	36.86523438	6.4886195
334.17708	5172.337891	463.205470105	193.10267715	145.195102126	36.76757813	6.4954095
334.18056	5169.12207	458.756847029	186.836533484	146.758319622	35.42480469	6.5021994
334.18403	2721.551025	430.490939445	149.653685275	177.989577838	35.91308594	6.5089894
334.1875	2984.412598	432.519132199	155.201056111	171.671809017	35.86425781	6.5157793
334.19097	5343.166016	454.626824851	190.665529488	135.791634496	35.87646484	6.5225693
334.19444	5413.820313	450.122317716	188.319969993	136.070882034	35.870361325	6.5293592
334.19792	2839.589355	421.833849107	147.374743737	162.550088548	35.86425781	6.5361492
334.20139	2857.309814	432.204634013	151.803545251	169.249339775	35.88867188	6.5429392
334.20486	5298.04248	448.354985309	184.251605371	147.58675794	35.8479805	6.5497291
334.20833	5264.191895	452.761987986	184.91874709	139.601344769	35.88053513	6.3537401
334.21181	1047.172852	426.778401051	149.543741548	163.890619623	35.86425781	6.3603201
334.21528	3081.737061	412.55685502	142.754881352	157.798128943	36.59057617	6.3669
334.21875	5564.702637	435.237799684	173.937118858	142.162456512	37.31689453	6.37348
334.22222	5562.037109	448.327021179	185.893567087	140.649653346	36.93847656	6.38006
334.22569	1092.822632	434.857834509	149.652959804	167.928646409	36.40136719	6.3866399
334.22917	5863.700195	445.36404702	180.359140212	144.644990301	36.25488281	6.3932199
334.23264	5575.214355	444.185362767	182.352593202	140.999179672	37.26399612	6.3997998
334.23611	2858.523926	421.071744536	149.291015024	164.446882562	37.28027344	6.4063798
334.23958	696.9019775	441.855772608	161.460449697	163.93684484	36.29557292	6.4129597
334.24306	5878.63623	428.790486198	176.869980095	135.429932463	35.3108724	6.4195397
334.24653	5653.99707	433.762987589	177.328831683	139.516971607	34.32617188	6.4261197
334.25	780.1026001	428.858705737	159.350027404	158.279770783	34.61914063	6.2958337
334.25347	959.5794678	428.617171855	158.626394475	155.626895592	36.43798828	6.3022736
334.25694	5688.53418	433.124291653	179.182928622	131.634194804	36.71875	6.3087136
334.26042	3264.39624	451.02705761	206.755073809	113.863140519	37.13378906	6.3151535
334.26389	767.7077637	437.605448827	162.338700466	157.542808625	35.37597656	6.3215935
334.26736	2985.220459	420.863442075	148.992798684	156.665406604	35.22949219	6.3280335
334.27083	5724.632324	436.754666407	182.539006744	130.602040133	34.91210938	6.3344734
334.27431	3368.690674	448.879076642	204.382701413	113.45965105	35.76660156	6.3409134
334.27778	1129.553101	417.612085764	153.148013318	154.490799143	36.40136719	6.3473533
334.28125	2989.9375	406.552986168	148.182068977	154.638595965	36.36881638	6.3537933
334.28472	5574.94873	434.416265445	186.293157306	127.847999176	34.65169144	6.3602333
334.28819	3371.518066	453.282315651	205.033539831	114.963884249	34.00878906	6.3666732
334.29167	773.5302734	418.102343953	158.700185792	144.611971094	34.05761719	6.1652943
334.29514	2995.881592	411.904128283	152.362747636	151.719386693	34.25292969	6.1715242
334.29861	5538.164063	443.216332304	181.675887163	142.645244274	36.76757813	6.1777542
334.30208	3480.977051	456.298195572	197.145701865	125.953759311	36.59667969	6.1839841
334.30556	2870.353027	451.053551965	148.098519819	189.174448314	35.546875	6.1902141
334.30903	3258.215576	511.587823791	156.734323083	212.008620725	34.38720703	6.1964441
334.3125	3591.560791	486.970105606	211.056389389	127.815714702	34.66186523	6.202674
334.31597	3575.110352	479.341840024	205.949881987	134.03055827	36.27929688	6.208904
334.31944	3107.311279	515.220836215	182.573499647	212.769425122	36.69433594	6.2151339
334.32292	2779.883057	505.03531142	183.804396583	189.780465952	36.34440231	6.2213639
334.32639	5457.3125	480.884431929	200.554033899	147.3676395	35.6628418	6.2275295
334.32986	3366.288818	472.008835301	211.737437125	114.928732151	34.60693359	6.23
334.33333	3119.053467	497.797634003	177.115139014	198.112809855	34.25292969	6.09
334.33681	2986.41748	498.510855821	175.767287867	197.095356305	34.59472656	6.09
334.34028	5362.735352	481.632309883	196.13913397	158.527512361	35.91308594	6.09
334.34375	3562.886963	481.782417099	205.937368442	139.718669733	36.47460938	6.09
334.34722	3027.094971	466.356983151	163.661680962	197.411854786	34.83886719	6.09
334.35069	2811.171875	457.13751105	155.470050455	188.303750238	34.25292969	6.09
334.35417	3453.983398	460.826088589	205.637802343	118.099852359	33.71582031	6.09
334.35764	3419.994141	448.100478852	195.0525271	116.742810023	34.19189453	6.09
334.36111	3262.783936	412.878335494	139.670470425	167.824783008	35.09928513	6.09
334.36458	2897.382813	395.238920604	127.757435581	170.491293982	35.47363281	6.09
334.36806	3437.508789	439.797387714	194.871794699	110.360420706	34.63541794	6.09
334.37153	5584.665527	407.694485054	163.486356163	130.130225218	34.32617188	6.09
334.375	2804.547852	373.198849157	125.253510676	156.204125632	33.3984375	6.37
334.37847	842.034729	398.561048536	139.141294935	155.391069252	33.54492188	6.37
334.38194	3434.012207	421.114228684	183.117752153	106.374081486	34.53369141	6.37
334.38542	5471.200195	394.518957968	158.774601978	122.596761067	35.15625	6.37
334.38889	657.7288818	388.725052705	135.796998638	141.911926026	33.7890625	6.37
334.39236	1065.886108	378.240764237	131.156179168	145.845699151	33.74023438	6.37
334.39583	3466.909668	401.331934071	181.732538788	93.6231149778	32.14111328	6.37
334.39931	5535.910156	383.457964828	149.66114799	125.47928235	32.70263672	6.37
334.40278	903.2454834	381.038241084	133.077881232	144.941641792	33.44726563	6.37
334.40625	602.8509521	402.792558203	145.132093136	144.62734693	33.37402344	6.37
334.40972	3640.023193	398.118319674	173.159492336	102.416206901	33.10546875	6.37
334.41319	3879.784668	371.646832188	133.962949273	132.634150037	31.39648438	6.37
334.41667	2185.334961	369.821078344	123.72229523	149.107898525	30.95703125	7.14
334.42014	1166.819458	1096.69291667	457.948177571	318.704711107	31.00585938	7.14
334.42361	3145.208252	425.539379897	184.954203103	120.245676602	30.82275391	7.14
334.42708	971.2612915	368.353082607	129.089089296	136.809939333	32.68432617	7.14
334.43056	2900.916016	361.146777783	121.718675881	144.400383186	32.14518356	7.14
334.43403	3785.216797	421.658173997	186.724737786	107.582830184	31.24186134	7.14
334.4375	3232.73291	427.21556937	193.000131013	100.308759017	30.859375	7.14
334.44097	761.6061401	384.670095781	138.53863369	144.295565831	31.88476563	7.14
334.44444	3298.533203	361.946612397	122.222592318	142.138648733	32.64160156	7.14
334.44792	5509.763672	407.763804424	162.516419186	128.138879996	33.25195313	7.14
334.45139	3759.416016	433.975014113	184.831442476	118.658726288	32.64160156	7.14
334.45486	731.7976685	382.119253868	140.230465659	131.983328922	32.20214844	7.14
334.45833	4100.452637	397.692486339	147.948089161	134.726688606	31.8359375	7.63
334.46181	3257.334473	456.607414788	195.411838925	123.321362092	32.20214844	7.63
334.46528	3267.303467	463.730923407	192.711171686	134.493297113	32.3059082	7.63
334.46875	2969.783691	367.026143259	121.056834054	141.497990826	34.27124023	7.63
334.47222	5648.723145	444.652747771	172.258869861	147.074770732	34.69238281	7.63
